,datetime,latitude,longitude,temperature
229323,2021-05-10 02:35:00,38.527,-77.859,17.6
432067,2021-05-10 02:52:00,38.935,-77.447,17.2
346033,2021-05-10 02:52:00,38.847,-77.035,17.2
384779,2021-05-10 02:55:00,38.527,-77.859,21.0
318453,2021-05-10 02:55:00,38.398,-77.456,22.1
505672,2021-05-10 02:55:00,38.586,-77.711,20.4
354205,2021-05-10 02:55:00,38.01,-77.97,20.5
36225,2021-05-10 02:55:00,38.267,-77.449,22.4
321416,2021-05-10 02:56:00,38.504,-77.305,18.9
278676,2021-05-10 02:56:00,38.721,-77.515,18.3
436936,2021-05-10 02:56:00,38.717,-77.183,15.2
241731,2021-05-10 03:00:00,38.87,-77.02,17.7
347286,2021-05-10 03:00:00,38.85,-77.033,17.2
23073,2021-05-10 03:15:00,38.398,-77.456,22.0
475268,2021-05-10 03:15:00,38.267,-77.449,22.5
229030,2021-05-10 03:15:00,38.527,-77.859,21.0
642964,2021-05-10 03:15:00,38.586,-77.711,20.9
668266,2021-05-10 03:35:00,38.586,-77.711,21.0
23332,2021-05-10 03:35:00,38.398,-77.456,22.1
229051,2021-05-10 03:35:00,38.527,-77.859,21.5
302872,2021-05-10 03:35:00,38.01,-77.97,21.2
38515,2021-05-10 03:35:00,38.267,-77.449,22.5
609455,2021-05-10 03:52:00,38.935,-77.447,17.8
78922,2021-05-10 03:52:00,38.847,-77.035,17.2
504700,2021-05-10 03:55:00,38.586,-77.711,21.4
31706,2021-05-10 03:55:00,38.527,-77.859,21.8
25146,2021-05-10 03:55:00,38.398,-77.456,22.1
680125,2021-05-10 03:55:00,38.267,-77.449,22.7
41546,2021-05-10 03:55:00,38.01,-77.97,21.3
457869,2021-05-10 03:56:00,38.717,-77.183,14.4
360773,2021-05-10 03:56:00,38.504,-77.305,22.8
138185,2021-05-10 03:56:00,38.721,-77.515,19.4
344953,2021-05-10 04:00:00,38.87,-77.02,18.3
318958,2021-05-10 04:15:00,38.398,-77.456,22.8
30916,2021-05-10 04:15:00,38.527,-77.859,21.8
523471,2021-05-10 04:15:00,38.586,-77.711,21.8
37322,2021-05-10 04:15:00,38.267,-77.449,22.9
300771,2021-05-10 04:15:00,38.01,-77.97,21.4
318159,2021-05-10 04:35:00,38.398,-77.456,22.6
689460,2021-05-10 04:35:00,38.267,-77.449,22.7
356617,2021-05-10 04:35:00,38.01,-77.97,21.2
257010,2021-05-10 04:35:00,38.527,-77.859,21.4
505487,2021-05-10 04:35:00,38.586,-77.711,21.7
80250,2021-05-10 04:52:00,38.847,-77.035,20.0
81220,2021-05-10 04:52:00,38.935,-77.447,17.8
318795,2021-05-10 04:55:00,38.398,-77.456,22.1
688708,2021-05-10 04:55:00,38.267,-77.449,22.6
641664,2021-05-10 04:55:00,38.586,-77.711,21.6
254694,2021-05-10 04:55:00,38.527,-77.859,20.9
261634,2021-05-10 04:55:00,38.01,-77.97,20.8
598635,2021-05-10 04:56:00,38.504,-77.305,23.3
613351,2021-05-10 04:56:00,38.717,-77.183,21.2
701544,2021-05-10 04:56:00,38.721,-77.515,20.6
555854,2021-05-10 04:59:00,38.847,-77.035,
101408,2021-05-10 04:59:00,38.504,-77.305,
477828,2021-05-10 04:59:00,38.935,-77.447,
242518,2021-05-10 05:00:00,38.87,-77.02,20.6
39236,2021-05-10 05:15:00,38.267,-77.449,22.6
30204,2021-05-10 05:15:00,38.527,-77.859,20.9
22329,2021-05-10 05:15:00,38.586,-77.711,21.8
544458,2021-05-10 05:15:00,38.398,-77.456,21.9
32631,2021-05-10 05:35:00,38.527,-77.859,22.2
22042,2021-05-10 05:35:00,38.586,-77.711,21.8
24133,2021-05-10 05:35:00,38.398,-77.456,21.6
39944,2021-05-10 05:35:00,38.01,-77.97,20.0
37390,2021-05-10 05:35:00,38.267,-77.449,22.3
80789,2021-05-10 05:52:00,38.847,-77.035,21.1
80544,2021-05-10 05:52:00,38.935,-77.447,20.6
575058,2021-05-10 05:55:00,38.398,-77.456,21.4
643532,2021-05-10 05:55:00,38.586,-77.711,21.7
479823,2021-05-10 05:55:00,38.01,-77.97,19.7
680964,2021-05-10 05:55:00,38.267,-77.449,22.0
386257,2021-05-10 05:55:00,38.527,-77.859,22.3
267768,2021-05-10 05:56:00,38.504,-77.305,22.8
437938,2021-05-10 05:56:00,38.717,-77.183,21.1
700900,2021-05-10 05:56:00,38.721,-77.515,20.6
453495,2021-05-10 06:00:00,38.95,-77.45,20.6
644836,2021-05-10 06:00:00,38.87,-77.02,21.6
556438,2021-05-10 06:00:00,38.85,-77.033,21.1
26166,2021-05-10 06:15:00,38.398,-77.456,21.2
36779,2021-05-10 06:15:00,38.267,-77.449,21.9
260634,2021-05-10 06:15:00,38.01,-77.97,19.4
643640,2021-05-10 06:15:00,38.586,-77.711,21.5
236544,2021-05-10 06:15:00,38.527,-77.859,22.1
504676,2021-05-10 06:35:00,38.586,-77.711,21.0
32337,2021-05-10 06:35:00,38.527,-77.859,21.3
355515,2021-05-10 06:35:00,38.01,-77.97,19.1
25980,2021-05-10 06:35:00,38.398,-77.456,21.1
689169,2021-05-10 06:35:00,38.267,-77.449,21.7
431829,2021-05-10 06:52:00,38.935,-77.447,16.1
556870,2021-05-10 06:52:00,38.847,-77.035,21.1
387092,2021-05-10 06:55:00,38.527,-77.859,20.8
352384,2021-05-10 06:55:00,38.267,-77.449,21.5
24367,2021-05-10 06:55:00,38.398,-77.456,20.5
506157,2021-05-10 06:55:00,38.586,-77.711,21.2
685243,2021-05-10 06:55:00,38.01,-77.97,19.0
102141,2021-05-10 06:56:00,38.504,-77.305,22.2
428506,2021-05-10 06:56:00,38.721,-77.515,20.0
456142,2021-05-10 06:56:00,38.717,-77.183,21.3
645882,2021-05-10 07:00:00,38.87,-77.02,19.4
78589,2021-05-10 07:05:00,38.847,-77.035,19.4
642010,2021-05-10 07:15:00,38.586,-77.711,21.3
235889,2021-05-10 07:15:00,38.527,-77.859,20.1
41366,2021-05-10 07:15:00,38.01,-77.97,18.9
298681,2021-05-10 07:15:00,38.267,-77.449,21.0
687491,2021-05-10 07:15:00,38.398,-77.456,20.0
688830,2021-05-10 07:35:00,38.267,-77.449,20.6
479041,2021-05-10 07:35:00,38.01,-77.97,19.1
666021,2021-05-10 07:35:00,38.586,-77.711,21.0
32931,2021-05-10 07:35:00,38.527,-77.859,19.7
575972,2021-05-10 07:35:00,38.398,-77.456,19.7
79576,2021-05-10 07:52:00,38.847,-77.035,17.2
80268,2021-05-10 07:52:00,38.935,-77.447,16.1
38428,2021-05-10 07:55:00,38.267,-77.449,20.4
505806,2021-05-10 07:55:00,38.586,-77.711,20.8
355053,2021-05-10 07:55:00,38.01,-77.97,18.5
318283,2021-05-10 07:55:00,38.398,-77.456,19.5
32981,2021-05-10 07:55:00,38.527,-77.859,18.9
428567,2021-05-10 07:56:00,38.721,-77.515,16.7
597651,2021-05-10 07:56:00,38.504,-77.305,21.1
456922,2021-05-10 07:56:00,38.717,-77.183,18.1
186768,2021-05-10 08:00:00,38.87,-77.02,17.3
682362,2021-05-10 08:15:00,38.01,-77.97,18.2
26233,2021-05-10 08:15:00,38.398,-77.456,18.4
640609,2021-05-10 08:15:00,38.586,-77.711,19.8
679242,2021-05-10 08:15:00,38.267,-77.449,20.3
270461,2021-05-10 08:15:00,38.527,-77.859,19.9
477956,2021-05-10 08:35:00,38.01,-77.97,18.1
37177,2021-05-10 08:35:00,38.267,-77.449,19.7
522810,2021-05-10 08:35:00,38.586,-77.711,18.3
23455,2021-05-10 08:35:00,38.398,-77.456,19.2
31447,2021-05-10 08:35:00,38.527,-77.859,18.7
335228,2021-05-10 08:45:00,38.504,-77.305,18.9
80496,2021-05-10 08:52:00,38.935,-77.447,15.0
80311,2021-05-10 08:52:00,38.847,-77.035,16.7
503821,2021-05-10 08:55:00,38.586,-77.711,17.1
679086,2021-05-10 08:55:00,38.267,-77.449,19.6
303738,2021-05-10 08:55:00,38.01,-77.97,17.3
270792,2021-05-10 08:55:00,38.527,-77.859,17.0
318963,2021-05-10 08:55:00,38.398,-77.456,17.5
137082,2021-05-10 08:56:00,38.721,-77.515,15.6
101726,2021-05-10 08:56:00,38.504,-77.305,18.3
84957,2021-05-10 08:56:00,38.717,-77.183,16.6
242016,2021-05-10 09:00:00,38.85,-77.033,16.7
645674,2021-05-10 09:00:00,38.87,-77.02,16.8
385289,2021-05-10 09:15:00,38.527,-77.859,17.4
297521,2021-05-10 09:15:00,38.267,-77.449,19.6
24983,2021-05-10 09:15:00,38.398,-77.456,18.7
262079,2021-05-10 09:15:00,38.01,-77.97,15.9
521434,2021-05-10 09:15:00,38.586,-77.711,16.4
30893,2021-05-10 09:35:00,38.527,-77.859,17.1
19886,2021-05-10 09:35:00,38.586,-77.711,15.7
24950,2021-05-10 09:35:00,38.398,-77.456,17.3
697878,2021-05-10 09:35:00,38.01,-77.97,15.7
475159,2021-05-10 09:35:00,38.267,-77.449,19.4
326810,2021-05-10 09:52:00,38.935,-77.447,13.9
240579,2021-05-10 09:52:00,38.847,-77.035,15.0
25564,2021-05-10 09:55:00,38.398,-77.456,16.5
302263,2021-05-10 09:55:00,38.01,-77.97,15.3
475372,2021-05-10 09:55:00,38.267,-77.449,18.8
254940,2021-05-10 09:55:00,38.527,-77.859,16.3
506031,2021-05-10 09:55:00,38.586,-77.711,15.6
101730,2021-05-10 09:56:00,38.504,-77.305,16.7
481647,2021-05-10 09:56:00,38.717,-77.183,15.6
139110,2021-05-10 09:56:00,38.721,-77.515,14.4
479559,2021-05-10 10:00:00,38.87,-77.02,15.5
505256,2021-05-10 10:15:00,38.586,-77.711,15.1
691382,2021-05-10 10:15:00,38.267,-77.449,17.4
25197,2021-05-10 10:15:00,38.398,-77.456,16.2
480144,2021-05-10 10:15:00,38.01,-77.97,15.3
31875,2021-05-10 10:15:00,38.527,-77.859,15.3
255404,2021-05-10 10:35:00,38.527,-77.859,14.6
23288,2021-05-10 10:35:00,38.398,-77.456,15.8
666955,2021-05-10 10:35:00,38.586,-77.711,14.3
257828,2021-05-10 10:35:00,38.267,-77.449,16.8
697813,2021-05-10 10:35:00,38.01,-77.97,15.7
432660,2021-05-10 10:52:00,38.935,-77.447,12.2
614331,2021-05-10 10:52:00,38.847,-77.035,13.9
20650,2021-05-10 10:55:00,38.586,-77.711,14.0
23136,2021-05-10 10:55:00,38.398,-77.456,15.3
256188,2021-05-10 10:55:00,38.527,-77.859,14.3
258987,2021-05-10 10:55:00,38.267,-77.449,16.4
261530,2021-05-10 10:55:00,38.01,-77.97,16.7
481327,2021-05-10 10:56:00,38.717,-77.183,14.4
361409,2021-05-10 10:56:00,38.504,-77.305,15.6
428453,2021-05-10 10:56:00,38.721,-77.515,13.3
345335,2021-05-10 11:00:00,38.87,-77.02,13.9
351379,2021-05-10 11:15:00,38.267,-77.449,16.0
227761,2021-05-10 11:15:00,38.527,-77.859,14.0
688989,2021-05-10 11:15:00,38.398,-77.456,14.8
503335,2021-05-10 11:15:00,38.586,-77.711,13.8
261923,2021-05-10 11:15:00,38.01,-77.97,17.0
682075,2021-05-10 11:35:00,38.267,-77.449,15.5
642816,2021-05-10 11:35:00,38.586,-77.711,13.6
42100,2021-05-10 11:35:00,38.01,-77.97,17.1
544701,2021-05-10 11:35:00,38.398,-77.456,14.6
32686,2021-05-10 11:35:00,38.527,-77.859,13.4
345214,2021-05-10 11:52:00,38.847,-77.035,12.8
433448,2021-05-10 11:52:00,38.935,-77.447,11.7
301112,2021-05-10 11:55:00,38.01,-77.97,16.0
21504,2021-05-10 11:55:00,38.586,-77.711,13.1
679218,2021-05-10 11:55:00,38.267,-77.449,15.1
386440,2021-05-10 11:55:00,38.527,-77.859,13.2
23253,2021-05-10 11:55:00,38.398,-77.456,14.3
456392,2021-05-10 11:56:00,38.717,-77.183,13.5
412757,2021-05-10 11:56:00,38.504,-77.305,15.0
701377,2021-05-10 11:56:00,38.721,-77.515,12.2
557645,2021-05-10 12:00:00,38.85,-77.033,12.8
609387,2021-05-10 12:00:00,38.95,-77.45,11.7
415415,2021-05-10 12:00:00,38.87,-77.02,13.2
256936,2021-05-10 12:15:00,38.267,-77.449,14.7
696477,2021-05-10 12:15:00,38.01,-77.97,14.6
506214,2021-05-10 12:15:00,38.586,-77.711,12.5
577371,2021-05-10 12:15:00,38.398,-77.456,14.0
387020,2021-05-10 12:15:00,38.527,-77.859,13.0
37848,2021-05-10 12:35:00,38.267,-77.449,14.5
688760,2021-05-10 12:35:00,38.398,-77.456,13.5
506705,2021-05-10 12:35:00,38.586,-77.711,11.7
30482,2021-05-10 12:35:00,38.527,-77.859,12.5
40838,2021-05-10 12:35:00,38.01,-77.97,14.0
80442,2021-05-10 12:52:00,38.935,-77.447,10.6
614212,2021-05-10 12:52:00,38.847,-77.035,12.2
41973,2021-05-10 12:55:00,38.01,-77.97,13.7
254685,2021-05-10 12:55:00,38.527,-77.859,12.1
668462,2021-05-10 12:55:00,38.586,-77.711,11.3
24646,2021-05-10 12:55:00,38.398,-77.456,13.2
689536,2021-05-10 12:55:00,38.267,-77.449,14.0
334407,2021-05-10 12:56:00,38.504,-77.305,13.3
232733,2021-05-10 12:56:00,38.721,-77.515,11.1
436687,2021-05-10 12:56:00,38.717,-77.183,12.1
241896,2021-05-10 13:00:00,38.87,-77.02,12.5
544392,2021-05-10 13:15:00,38.398,-77.456,12.5
31764,2021-05-10 13:15:00,38.527,-77.859,11.7
257049,2021-05-10 13:15:00,38.267,-77.449,13.5
478928,2021-05-10 13:15:00,38.01,-77.97,12.9
666069,2021-05-10 13:15:00,38.586,-77.711,11.0
690413,2021-05-10 13:35:00,38.267,-77.449,12.9
698333,2021-05-10 13:35:00,38.01,-77.97,12.6
25904,2021-05-10 13:35:00,38.398,-77.456,12.1
505152,2021-05-10 13:35:00,38.586,-77.711,10.7
270824,2021-05-10 13:35:00,38.527,-77.859,11.2
79357,2021-05-10 13:52:00,38.847,-77.035,11.7
451876,2021-05-10 13:52:00,38.935,-77.447,11.1
683831,2021-05-10 13:55:00,38.01,-77.97,12.0
297766,2021-05-10 13:55:00,38.267,-77.449,12.5
268810,2021-05-10 13:55:00,38.527,-77.859,11.4
24015,2021-05-10 13:55:00,38.398,-77.456,11.7
504181,2021-05-10 13:55:00,38.586,-77.711,11.0
413359,2021-05-10 13:56:00,38.504,-77.305,12.2
278752,2021-05-10 13:56:00,38.721,-77.515,10.6
612985,2021-05-10 13:56:00,38.717,-77.183,11.5
186820,2021-05-10 14:00:00,38.87,-77.02,11.9
22145,2021-05-10 14:15:00,38.586,-77.711,11.0
385017,2021-05-10 14:15:00,38.527,-77.859,11.3
478249,2021-05-10 14:15:00,38.01,-77.97,11.7
688147,2021-05-10 14:15:00,38.398,-77.456,11.2
688553,2021-05-10 14:15:00,38.267,-77.449,12.3
503803,2021-05-10 14:35:00,38.586,-77.711,11.5
259422,2021-05-10 14:35:00,38.267,-77.449,12.0
696848,2021-05-10 14:35:00,38.01,-77.97,12.3
268875,2021-05-10 14:35:00,38.527,-77.859,11.8
546467,2021-05-10 14:35:00,38.398,-77.456,10.8
79522,2021-05-10 14:52:00,38.847,-77.035,13.3
81624,2021-05-10 14:52:00,38.935,-77.447,11.7
38650,2021-05-10 14:55:00,38.267,-77.449,11.7
39930,2021-05-10 14:55:00,38.01,-77.97,11.5
546709,2021-05-10 14:55:00,38.398,-77.456,11.5
504961,2021-05-10 14:55:00,38.586,-77.711,12.5
31579,2021-05-10 14:55:00,38.527,-77.859,12.3
267639,2021-05-10 14:56:00,38.504,-77.305,12.2
137742,2021-05-10 14:56:00,38.721,-77.515,12.2
457565,2021-05-10 14:56:00,38.717,-77.183,12.3
79974,2021-05-10 15:00:00,38.85,-77.033,13.3
186105,2021-05-10 15:00:00,38.87,-77.02,13.8
317958,2021-05-10 15:15:00,38.398,-77.456,12.4
236134,2021-05-10 15:15:00,38.527,-77.859,12.9
679061,2021-05-10 15:15:00,38.267,-77.449,11.8
407449,2021-05-10 15:15:00,38.586,-77.711,12.7
355558,2021-05-10 15:15:00,38.01,-77.97,11.2
41183,2021-05-10 15:35:00,38.01,-77.97,10.7
22055,2021-05-10 15:35:00,38.586,-77.711,13.6
230415,2021-05-10 15:35:00,38.527,-77.859,14.1
297654,2021-05-10 15:35:00,38.267,-77.449,12.0
574842,2021-05-10 15:35:00,38.398,-77.456,12.8
81222,2021-05-10 15:52:00,38.935,-77.447,14.4
345751,2021-05-10 15:52:00,38.847,-77.035,15.0
32104,2021-05-10 15:55:00,38.527,-77.859,14.9
685198,2021-05-10 15:55:00,38.01,-77.97,10.9
24795,2021-05-10 15:55:00,38.398,-77.456,13.0
665957,2021-05-10 15:55:00,38.586,-77.711,15.0
36905,2021-05-10 15:55:00,38.267,-77.449,12.2
101886,2021-05-10 15:56:00,38.504,-77.305,14.4
436728,2021-05-10 15:56:00,38.717,-77.183,14.0
234023,2021-05-10 15:56:00,38.721,-77.515,15.0
479237,2021-05-10 16:00:00,38.87,-77.02,14.9
24229,2021-05-10 16:15:00,38.398,-77.456,13.5
256974,2021-05-10 16:15:00,38.267,-77.449,12.9
504143,2021-05-10 16:15:00,38.586,-77.711,16.5
32994,2021-05-10 16:15:00,38.527,-77.859,15.7
41730,2021-05-10 16:15:00,38.01,-77.97,12.1
666110,2021-05-10 16:35:00,38.586,-77.711,17.0
237592,2021-05-10 16:35:00,38.527,-77.859,16.5
257366,2021-05-10 16:35:00,38.267,-77.449,13.7
41433,2021-05-10 16:35:00,38.01,-77.97,13.1
24772,2021-05-10 16:35:00,38.398,-77.456,14.1
80917,2021-05-10 16:52:00,38.935,-77.447,15.6
241260,2021-05-10 16:52:00,38.847,-77.035,17.2
21626,2021-05-10 16:55:00,38.586,-77.711,17.5
302125,2021-05-10 16:55:00,38.01,-77.97,13.1
575820,2021-05-10 16:55:00,38.398,-77.456,14.7
387110,2021-05-10 16:55:00,38.527,-77.859,16.8
475394,2021-05-10 16:55:00,38.267,-77.449,14.1
428359,2021-05-10 16:56:00,38.721,-77.515,16.7
101547,2021-05-10 16:56:00,38.504,-77.305,15.6
86004,2021-05-10 16:56:00,38.717,-77.183,16.9
187016,2021-05-10 17:00:00,38.87,-77.02,16.2
642550,2021-05-10 17:15:00,38.586,-77.711,17.3
318744,2021-05-10 17:15:00,38.398,-77.456,15.9
36250,2021-05-10 17:15:00,38.267,-77.449,14.7
31478,2021-05-10 17:15:00,38.527,-77.859,17.2
356501,2021-05-10 17:15:00,38.01,-77.97,13.8
303623,2021-05-10 17:35:00,38.01,-77.97,14.0
37724,2021-05-10 17:35:00,38.267,-77.449,14.9
30769,2021-05-10 17:35:00,38.527,-77.859,17.2
320216,2021-05-10 17:35:00,38.398,-77.456,18.0
505707,2021-05-10 17:35:00,38.586,-77.711,17.6
80624,2021-05-10 17:52:00,38.935,-77.447,16.7
700407,2021-05-10 17:52:00,38.847,-77.035,18.3
21647,2021-05-10 17:55:00,38.586,-77.711,17.8
354641,2021-05-10 17:55:00,38.01,-77.97,15.4
31335,2021-05-10 17:55:00,38.527,-77.859,18.3
680623,2021-05-10 17:55:00,38.267,-77.449,16.4
543976,2021-05-10 17:55:00,38.398,-77.456,18.0
101865,2021-05-10 17:56:00,38.504,-77.305,18.3
330174,2021-05-10 17:56:00,38.717,-77.183,17.6
138053,2021-05-10 17:56:00,38.721,-77.515,17.2
556147,2021-05-10 18:00:00,38.85,-77.033,18.3
433635,2021-05-10 18:00:00,38.95,-77.45,16.7
645591,2021-05-10 18:00:00,38.87,-77.02,17.6
235036,2021-05-10 18:15:00,38.527,-77.859,18.3
23778,2021-05-10 18:15:00,38.398,-77.456,18.2
259220,2021-05-10 18:15:00,38.267,-77.449,17.9
682835,2021-05-10 18:15:00,38.01,-77.97,15.8
20165,2021-05-10 18:15:00,38.586,-77.711,18.2
523895,2021-05-10 18:35:00,38.586,-77.711,18.6
24669,2021-05-10 18:35:00,38.398,-77.456,19.0
480327,2021-05-10 18:35:00,38.01,-77.97,16.3
259731,2021-05-10 18:35:00,38.267,-77.449,18.6
32070,2021-05-10 18:35:00,38.527,-77.859,18.4
452846,2021-05-10 18:52:00,38.935,-77.447,17.2
79533,2021-05-10 18:52:00,38.847,-77.035,18.9
667673,2021-05-10 18:55:00,38.586,-77.711,18.3
260986,2021-05-10 18:55:00,38.01,-77.97,17.6
37492,2021-05-10 18:55:00,38.267,-77.449,18.8
577213,2021-05-10 18:55:00,38.398,-77.456,18.8
30974,2021-05-10 18:55:00,38.527,-77.859,18.8
267191,2021-05-10 18:56:00,38.504,-77.305,18.9
84481,2021-05-10 18:56:00,38.717,-77.183,18.2
701112,2021-05-10 18:56:00,38.721,-77.515,18.3
186838,2021-05-10 19:00:00,38.87,-77.02,18.1
42219,2021-05-10 19:15:00,38.01,-77.97,18.5
688160,2021-05-10 19:15:00,38.398,-77.456,19.0
22191,2021-05-10 19:15:00,38.586,-77.711,18.9
351999,2021-05-10 19:15:00,38.267,-77.449,18.7
230708,2021-05-10 19:15:00,38.527,-77.859,19.0
407694,2021-05-10 19:35:00,38.586,-77.711,19.1
36732,2021-05-10 19:35:00,38.267,-77.449,18.9
269904,2021-05-10 19:35:00,38.527,-77.859,18.8
574368,2021-05-10 19:35:00,38.398,-77.456,19.0
326836,2021-05-10 19:52:00,38.935,-77.447,17.2
241575,2021-05-10 19:52:00,38.847,-77.035,18.9
319037,2021-05-10 19:55:00,38.398,-77.456,19.2
696922,2021-05-10 19:55:00,38.01,-77.97,18.0
297844,2021-05-10 19:55:00,38.267,-77.449,18.8
254925,2021-05-10 19:55:00,38.527,-77.859,19.0
667735,2021-05-10 19:55:00,38.586,-77.711,19.3
267440,2021-05-10 19:56:00,38.504,-77.305,19.4
85602,2021-05-10 19:56:00,38.717,-77.183,18.8
136956,2021-05-10 19:56:00,38.721,-77.515,18.3
416190,2021-05-10 20:00:00,38.87,-77.02,18.0
20947,2021-05-10 20:15:00,38.586,-77.711,19.1
318862,2021-05-10 20:15:00,38.398,-77.456,19.2
679458,2021-05-10 20:15:00,38.267,-77.449,19.1
39926,2021-05-10 20:15:00,38.01,-77.97,18.8
30858,2021-05-10 20:15:00,38.527,-77.859,19.0
259534,2021-05-10 20:35:00,38.267,-77.449,18.9
505792,2021-05-10 20:35:00,38.586,-77.711,19.2
260491,2021-05-10 20:35:00,38.01,-77.97,19.3
577431,2021-05-10 20:35:00,38.398,-77.456,19.3
256783,2021-05-10 20:35:00,38.527,-77.859,19.0
241750,2021-05-10 20:52:00,38.847,-77.035,18.9
80145,2021-05-10 20:52:00,38.935,-77.447,18.3
666432,2021-05-10 20:55:00,38.586,-77.711,19.0
318815,2021-05-10 20:55:00,38.398,-77.456,19.2
352875,2021-05-10 20:55:00,38.267,-77.449,19.2
355141,2021-05-10 20:55:00,38.01,-77.97,18.8
31503,2021-05-10 20:55:00,38.527,-77.859,19.1
100631,2021-05-10 20:56:00,38.504,-77.305,18.9
480395,2021-05-10 20:56:00,38.717,-77.183,18.8
702245,2021-05-10 20:56:00,38.721,-77.515,18.9
186947,2021-05-10 21:00:00,38.87,-77.02,18.3
79204,2021-05-10 21:00:00,38.85,-77.033,18.9
270575,2021-05-10 21:15:00,38.527,-77.859,19.4
301776,2021-05-10 21:15:00,38.01,-77.97,18.6
407610,2021-05-10 21:15:00,38.586,-77.711,19.5
23865,2021-05-10 21:15:00,38.398,-77.456,19.1
351365,2021-05-10 21:15:00,38.267,-77.449,19.2
21684,2021-05-10 21:35:00,38.586,-77.711,19.2
32575,2021-05-10 21:35:00,38.527,-77.859,19.1
688588,2021-05-10 21:35:00,38.398,-77.456,19.2
298362,2021-05-10 21:35:00,38.267,-77.449,19.1
682704,2021-05-10 21:35:00,38.01,-77.97,18.4
609655,2021-05-10 21:52:00,38.935,-77.447,17.8
81393,2021-05-10 21:52:00,38.847,-77.035,18.3
234537,2021-05-10 21:55:00,38.527,-77.859,19.0
261210,2021-05-10 21:55:00,38.01,-77.97,18.3
640857,2021-05-10 21:55:00,38.586,-77.711,19.1
37377,2021-05-10 21:55:00,38.267,-77.449,19.1
545382,2021-05-10 21:55:00,38.398,-77.456,18.7
614344,2021-05-10 21:56:00,38.717,-77.183,19.1
101918,2021-05-10 21:56:00,38.504,-77.305,19.4
233001,2021-05-10 21:56:00,38.721,-77.515,18.9
595555,2021-05-10 22:00:00,38.87,-77.02,18.4
478299,2021-05-10 22:15:00,38.01,-77.97,18.2
665432,2021-05-10 22:15:00,38.586,-77.711,18.9
24124,2021-05-10 22:15:00,38.398,-77.456,18.5
38104,2021-05-10 22:15:00,38.267,-77.449,19.0
384359,2021-05-10 22:15:00,38.527,-77.859,18.7
691568,2021-05-10 22:35:00,38.267,-77.449,18.6
574829,2021-05-10 22:35:00,38.398,-77.456,18.2
504624,2021-05-10 22:35:00,38.586,-77.711,18.6
387083,2021-05-10 22:35:00,38.527,-77.859,18.2
476850,2021-05-10 22:52:00,38.935,-77.447,17.8
346336,2021-05-10 22:52:00,38.847,-77.035,17.8
432076,2021-05-10 22:54:00,38.935,-77.447,17.8
681273,2021-05-10 22:55:00,38.267,-77.449,18.5
640990,2021-05-10 22:55:00,38.586,-77.711,18.1
30794,2021-05-10 22:55:00,38.527,-77.859,17.9
24971,2021-05-10 22:55:00,38.398,-77.456,17.7
355957,2021-05-10 22:55:00,38.01,-77.97,16.6
320857,2021-05-10 22:56:00,38.504,-77.305,18.3
427462,2021-05-10 22:56:00,38.721,-77.515,17.8
329552,2021-05-10 22:56:00,38.717,-77.183,18.6
644858,2021-05-10 23:00:00,38.87,-77.02,18.4
686865,2021-05-10 23:15:00,38.398,-77.456,17.3
477380,2021-05-10 23:15:00,38.267,-77.449,18.1
683424,2021-05-10 23:15:00,38.01,-77.97,16.2
666085,2021-05-10 23:15:00,38.586,-77.711,17.6
230094,2021-05-10 23:15:00,38.527,-77.859,17.6
688742,2021-05-10 23:35:00,38.398,-77.456,16.7
353206,2021-05-10 23:35:00,38.267,-77.449,17.6
523025,2021-05-10 23:35:00,38.586,-77.711,17.0
228146,2021-05-10 23:35:00,38.527,-77.859,17.4
685123,2021-05-10 23:35:00,38.01,-77.97,15.2
79026,2021-05-10 23:52:00,38.847,-77.035,17.2
453708,2021-05-10 23:52:00,38.935,-77.447,16.1
23597,2021-05-10 23:55:00,38.398,-77.456,15.8
259810,2021-05-10 23:55:00,38.267,-77.449,17.1
255693,2021-05-10 23:55:00,38.527,-77.859,16.7
506128,2021-05-10 23:55:00,38.586,-77.711,15.8
683978,2021-05-10 23:55:00,38.01,-77.97,14.7
701770,2021-05-10 23:56:00,38.721,-77.515,16.1
267195,2021-05-10 23:56:00,38.504,-77.305,17.2
85870,2021-05-10 23:56:00,38.717,-77.183,16.8
242649,2021-05-11 00:00:00,38.87,-77.02,17.7
557851,2021-05-11 00:00:00,38.85,-77.033,17.2
609138,2021-05-11 00:00:00,38.95,-77.45,16.1
236032,2021-05-11 00:15:00,38.527,-77.859,15.9
26199,2021-05-11 00:15:00,38.398,-77.456,14.5
504217,2021-05-11 00:15:00,38.586,-77.711,13.5
685404,2021-05-11 00:15:00,38.01,-77.97,14.6
38056,2021-05-11 00:15:00,38.267,-77.449,16.7
682060,2021-05-11 00:35:00,38.267,-77.449,16.1
384738,2021-05-11 00:35:00,38.527,-77.859,14.2
575080,2021-05-11 00:35:00,38.398,-77.456,13.0
505501,2021-05-11 00:35:00,38.586,-77.711,13.0
325238,2021-05-11 00:52:00,38.935,-77.447,15.0
241282,2021-05-11 00:52:00,38.847,-77.035,15.0
317485,2021-05-11 00:55:00,38.398,-77.456,11.5
259007,2021-05-11 00:55:00,38.267,-77.449,15.5
696842,2021-05-11 00:55:00,38.01,-77.97,12.7
407144,2021-05-11 00:55:00,38.586,-77.711,14.2
